Dial M for Murder--;,Alfred Hitchcock--;,1954--;,"An ex-tennis pro carries out a plot to murder his wife. When things go wrong, he improvises a brilliant plan B.--;,"Ray Milland, Grace Kelly, Robert Cummings, John Williams--;,http://ia.media-imdb.com/images/M/MV5BMTkyNzc4ODk4N15BMl5BanBnXkFtZTcwMDE5ODEwNA@@._V1_SX300.jpg--;
Diamonds Are Forever--;,Guy Hamilton--;,1971--;,"A diamond smuggling investigation leads James Bond to Las Vegas, where he uncovers an evil plot involving a rich business tycoon.--;,"Sean Connery, Jill St. John, Charles Gray, Lana Wood--;,http://ia.media-imdb.com/images/M/MV5BMTM0MDI2MzYzOF5BMl5BanBnXkFtZTcwNDY4NTMzNA@@._V1_SX300.jpg--;
Die Another Day--;,Lee Tamahori--;,2002--;,James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul who is funding the development of an international space weapon.--;,"Pierce Brosnan, Halle Berry, Toby Stephens, Rosamund Pike--;,http://ia.media-imdb.com/images/M/MV5BMTM2NzY2NjMwMF5BMl5BanBnXkFtZTYwOTUyMDg5._V1_SX300.jpg--;
Die Hard--;,John McTiernan--;,1988--;,"John McClane, officer of the NYPD, tries to save his wife Holly Gennaro and several others that were taken hostage by German terrorist Hans Gruber during a Christmas party at the Nakatomi Plaza in Los Angeles.--;,"Bruce Willis, Bonnie Bedelia, Reginald VelJohnson, Paul Gleason--;,http://ia.media-imdb.com/images/M/MV5BMTY4ODM0OTc2M15BMl5BanBnXkFtZTcwNzE0MTk3OA@@._V1_SX300.jpg--;
Django Unchained--;,Quentin Tarantino--;,2012--;,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.--;,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington--;,http://ia.media-imdb.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg--;
Dog Day Afternoon--;,Sidney Lumet--;,1975--;,A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.--;,"Penelope Allen, Sully Boyar, John Cazale, Beulah Garrick--;,http://ia.media-imdb.com/images/M/MV5BMTQyNjQ5NjczM15BMl5BanBnXkFtZTYwNDA4MTk4._V1_SX300.jpg--;
Dog Day Afternoon--;,Sidney Lumet--;,1975--;,A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.--;,"Penelope Allen, Sully Boyar, John Cazale, Beulah Garrick--;,http://ia.media-imdb.com/images/M/MV5BMTQyNjQ5NjczM15BMl5BanBnXkFtZTYwNDA4MTk4._V1_SX300.jpg--;
Donnie Darko--;,Richard Kelly--;,2001--;,"A troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes, after narrowly escaping a bizarre accident.--;,"Jake Gyllenhaal, Holmes Osborne, Maggie Gyllenhaal, Daveigh Chase--;,http://ia.media-imdb.com/images/M/MV5BMTczMzE4Nzk3N15BMl5BanBnXkFtZTcwNDg5Mjc4NA@@._V1_SX300.jpg--;
Double Indemnity--;,Billy Wilder--;,1944--;,An insurance representative lets himself be talked into a murder/insurance fraud scheme that arouses an insurance investigator's suspicions.--;,"Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Porter Hall--;,http://ia.media-imdb.com/images/M/MV5BMTQzOTE4MTIzMV5BMl5BanBnXkFtZTgwODc1NDQ5MDE@._V1_SX300.jpg--;
Downfall--;,Oliver Hirschbiegel--;,2004--;,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.--;,"Bruno Ganz, Alexandra Maria Lara, Corinna Harfouch, Ulrich Matthes--;,http://ia.media-imdb.com/images/M/MV5BMTM1OTI1MjE2Nl5BMl5BanBnXkFtZTcwMTEwMzc4NA@@._V1_SX300.jpg--;
Dr. No--;,Terence Young--;,1962--;,A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.--;,"Sean Connery, Ursula Andress, Joseph Wiseman, Jack Lord--;,http://ia.media-imdb.com/images/M/MV5BOTU3NzExMTQ4N15BMl5BanBnXkFtZTcwMjkzNzQzNA@@._V1_SX300.jpg--;
Dr. Strange--;,Philip DeGuere Jr.--;,1978--;,A psychiatrist becomes the new Sorcerer Supreme of the Earth in order to battle an evil Sorceress from the past.--;,"Peter Hooten, Clyde Kusatsu, Jessica Walter, Anne-Marie Martin--;,http://ia.media-imdb.com/images/M/MV5BMTg1NDkyNjI1Ml5BMl5BanBnXkFtZTcwNTI4NzAzMQ@@._V1_SX300.jpg--;
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb--;,Stanley Kubrick--;,1964--;,An insane general triggers a path to nuclear holocaust that a war room full of politicians and generals frantically try to stop.--;,"Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn--;,http://ia.media-imdb.com/images/M/MV5BMTU2ODM2NTkxNF5BMl5BanBnXkFtZTcwOTMwMzU3Mg@@._V1_SX300.jpg--;
Due Date--;,Todd Phillips--;,2010--;,High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.--;,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx--;,http://ia.media-imdb.com/images/M/MV5BMTU5MTgxODM3Nl5BMl5BanBnXkFtZTcwMjMxNDEwNA@@._V1_SX300.jpg--;
Empire of the Sun--;,Steven Spielberg--;,1987--;,A young English boy struggles to survive under Japanese occupation during World War II.--;,"Christian Bale, John Malkovich, Miranda Richardson, Nigel Havers--;,http://ia.media-imdb.com/images/M/MV5BMTI1Nzk0MjI5Ml5BMl5BanBnXkFtZTYwMDc1NDc5._V1_SX300.jpg--;
Eternal Sunshine of the Spotless Mind--;,Michel Gondry--;,2004--;,"When their relationship turns sour, a couple undergoes a procedure to have each other erased from their memories. But it is only through the process of loss that they discover what they had to begin with.--;,"Jim Carrey, Kate Winslet, Gerry Robert Byrne, Elijah Wood--;,http://ia.media-imdb.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SX300.jpg--;
Exodus: Gods and Kings--;,Ridley Scott--;,2014--;,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 600,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.--;,"Christian Bale, Joel Edgerton, John Turturro, Aaron Paul--;,http://ia.media-imdb.com/images/M/MV5BMjI3MDY0NjkxNl5BMl5BanBnXkFtZTgwNTM3NTA0MzE@._V1_SX300.jpg--;
Fanny and Alexander--;,Ingmar Bergman--;,1982--;,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls.--;,"Kristina Adolphson, Börje Ahlstedt, Pernilla Allwin, Kristian Almgren--;,http://ia.media-imdb.com/images/M/MV5BOTUyODUwNjc0NV5BMl5BanBnXkFtZTcwMTk0MTcyMQ@@._V1_SX300.jpg--;
Fargo--;,"Joel Coen, Ethan Coen--;,1996--;,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.--;,"William H. Macy, Steve Buscemi, Peter Stormare, Kristin Rudrüd--;,http://ia.media-imdb.com/images/M/MV5BMTgxNzY3MzUxOV5BMl5BanBnXkFtZTcwMDA0NjMyNA@@._V1_SX300.jpg--;
Fast & Furious 6--;,Justin Lin--;,2013--;,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.--;,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster--;,http://ia.media-imdb.com/images/M/MV5BMTM3NTg2NDQzOF5BMl5BanBnXkFtZTcwNjc2NzQzOQ@@._V1_SX300.jpg--;
Fast & Furious 6--;,Justin Lin--;,2013--;,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.--;,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster--;,http://ia.media-imdb.com/images/M/MV5BMTM3NTg2NDQzOF5BMl5BanBnXkFtZTcwNjc2NzQzOQ@@._V1_SX300.jpg--;
Fast & Furious 6--;,Justin Lin--;,2013--;,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.--;,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster--;,http://ia.media-imdb.com/images/M/MV5BMTM3NTg2NDQzOF5BMl5BanBnXkFtZTcwNjc2NzQzOQ@@._V1_SX300.jpg--;
Fast & Furious 6--;,Justin Lin--;,2013--;,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.--;,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster--;,http://ia.media-imdb.com/images/M/MV5BMTM3NTg2NDQzOF5BMl5BanBnXkFtZTcwNjc2NzQzOQ@@._V1_SX300.jpg--;
Fast & Furious 6--;,Justin Lin--;,2013--;,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.--;,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster--;,http://ia.media-imdb.com/images/M/MV5BMTM3NTg2NDQzOF5BMl5BanBnXkFtZTcwNjc2NzQzOQ@@._V1_SX300.jpg--;
Fast & Furious 6--;,Justin Lin--;,2013--;,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.--;,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster--;,http://ia.media-imdb.com/images/M/MV5BMTM3NTg2NDQzOF5BMl5BanBnXkFtZTcwNjc2NzQzOQ@@._V1_SX300.jpg--;
Fast 8--;,F. Gary Gray--;,2017--;,The plot is unknown at this time.--;,"Charlize Theron, Scott Eastwood, Jason Statham, Dwayne Johnson--;,http://ia.media-imdb.com/images/M/MV5BN2NmZDU0NWItNTk4Ni00NjZlLWEyNWMtOTkzZWZhZGU4Mzg5XkEyXkFqcGdeQXVyNjQ5Nzk2ODY@._V1_SX300.jpg--;
Fast 8--;,F. Gary Gray--;,2017--;,The plot is unknown at this time.--;,"Charlize Theron, Scott Eastwood, Jason Statham, Dwayne Johnson--;,http://ia.media-imdb.com/images/M/MV5BN2NmZDU0NWItNTk4Ni00NjZlLWEyNWMtOTkzZWZhZGU4Mzg5XkEyXkFqcGdeQXVyNjQ5Nzk2ODY@._V1_SX300.jpg--;
Fast Five--;,Justin Lin--;,2011--;,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.--;,"Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson--;,http://ia.media-imdb.com/images/M/MV5BMTUxNTk5MTE0OF5BMl5BanBnXkFtZTcwMjA2NzY3NA@@._V1_SX300.jpg--;
Fast Five--;,Justin Lin--;,2011--;,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.--;,"Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson--;,http://ia.media-imdb.com/images/M/MV5BMTUxNTk5MTE0OF5BMl5BanBnXkFtZTcwMjA2NzY3NA@@._V1_SX300.jpg--;
Fight Club--;,David Fincher--;,1999--;,"An insomniac office worker, looking for a way to change his life, crosses paths with a devil-may-care soap maker, forming an underground fight club that evolves into something much, much more...--;,"Edward Norton, Brad Pitt, Meat Loaf, Zach Grenier--;,http://ia.media-imdb.com/images/M/MV5BMjIwNTYzMzE1M15BMl5BanBnXkFtZTcwOTE5Mzg3OA@@._V1_SX300.jpg--;
Finding Dory--;,"Andrew Stanton, Angus MacLane--;,2016--;,"The friendly-but-forgetful blue tang fish reunites with her loved ones, and everyone learns a few things about the real meaning of family along the way.--;,"Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson--;,http://ia.media-imdb.com/images/M/MV5BNzg4MjM2NDQ4MV5BMl5BanBnXkFtZTgwMzk3MTgyODE@._V1_SX300.jpg--;
Finding Forrester--;,Gus Van Sant--;,2000--;,A young writing prodigy finds a mentor in a reclusive author.--;,"Sean Connery, Rob Brown, F. Murray Abraham, Anna Paquin--;,http://ia.media-imdb.com/images/M/MV5BMTk5MjQ4MjcyOF5BMl5BanBnXkFtZTYwNTMzODg2._V1_SX300.jpg--;
Finding Nemo--;,"Andrew Stanton, Lee Unkrich--;,2003--;,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.--;,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe--;,http://ia.media-imdb.com/images/M/MV5BMTY1MTg1NDAxOV5BMl5BanBnXkFtZTcwMjg1MDI5Nw@@._V1_SX300.jpg--;
For a Few Dollars More--;,Sergio Leone--;,1965--;,Two bounty hunters with the same intentions team up to track down a Western outlaw.--;,"Clint Eastwood, Lee Van Cleef, Gian Maria Volontè, Mario Brega--;,http://ia.media-imdb.com/images/M/MV5BMTQzMjIzOTEzMF5BMl5BanBnXkFtZTcwMTUzNTk3NA@@._V1_SX300.jpg--;
For Your Eyes Only--;,John Glen--;,1981--;,Agent 007 is assigned to hunt for a lost British encryption device and prevent it from falling into enemy hands.--;,"Roger Moore, Carole Bouquet, Topol, Lynn-Holly Johnson--;,http://ia.media-imdb.com/images/M/MV5BOTEwNzY5OTgyNl5BMl5BanBnXkFtZTcwMDAxNzczNA@@._V1_SX300.jpg--;
Forrest Gump--;,Robert Zemeckis--;,1994--;,"Forrest Gump, while not intelligent, has accidentally been present at many historic moments, but his true love, Jenny Curran, eludes him.--;,"Tom Hanks, Rebecca Williams, Sally Field, Michael Conner Humphreys--;,http://ia.media-imdb.com/images/M/MV5BMTI1Nzk1MzQwMV5BMl5BanBnXkFtZTYwODkxOTA5._V1_SX300.jpg--;
Free State of Jones--;,Gary Ross--;,2016--;,"As civil war divides the nation, a poor farmer from Mississippi leads a group of rebels against the Confederate army.--;,"Matthew McConaughey, Keri Russell, Gugu Mbatha-Raw, Mahershala Ali--;,http://ia.media-imdb.com/images/M/MV5BNjIxNTI5MTA1OV5BMl5BanBnXkFtZTgwNjIzNzM2NzE@._V1_SX300.jpg--;
From Russia with Love--;,Terence Young--;,1963--;,James Bond willingly falls into an assassination ploy involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by SPECTRE.--;,"Sean Connery, Daniela Bianchi, Pedro Armendáriz, Lotte Lenya--;,http://ia.media-imdb.com/images/M/MV5BMTQxNTIzMTExN15BMl5BanBnXkFtZTcwODI4MDgzNA@@._V1_SX300.jpg--;
Full Metal Jacket--;,Stanley Kubrick--;,1987--;,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.--;,"Matthew Modine, Adam Baldwin, Vincent D'Onofrio, R. Lee Ermey--;,http://ia.media-imdb.com/images/M/MV5BMjA4NzY4ODk4Nl5BMl5BanBnXkFtZTgwOTcxNTYxMTE@._V1_SX300.jpg--;
Furious 7--;,James Wan--;,2015--;,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.--;,"Vin Diesel, Paul Walker, Jason Statham, Michelle Rodriguez--;,http://ia.media-imdb.com/images/M/MV5BMTQxOTA2NDUzOV5BMl5BanBnXkFtZTgwNzY2MTMxMzE@._V1_SX300.jpg--;
Gandhi--;,Richard Attenborough--;,1982--;,"Gandhi's character is fully explained as a man of nonviolence. Through his patience, he is able to drive the British out of the subcontinent. And the stubborn nature of Jinnah and his commitment towards Pakistan is portrayed.--;,"Ben Kingsley, Candice Bergen, Edward Fox, John Gielgud--;,http://ia.media-imdb.com/images/M/MV5BMTQyNTQ4MTAzNl5BMl5BanBnXkFtZTcwMjk2Njk3OA@@._V1_SX300.jpg--;
Gangs of Wasseypur--;,Anurag Kashyap--;,2012--;,"A clash between Sultan (a Qureishi dacoit chief) and Shahid Khan (a Pathan who impersonates him) leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.--;,"Manoj Bajpayee, Richa Chadha, Nawazuddin Siddiqui, Tigmanshu Dhulia--;,http://ia.media-imdb.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_SX300.jpg--;
Gladiator--;,Ridley Scott--;,2000--;,"When a Roman general is betrayed and his family murdered by an emperor's corrupt son, he comes to Rome as a gladiator to seek revenge.--;,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed--;,http://ia.media-imdb.com/images/M/MV5BMTgwMzQzNTQ1Ml5BMl5BanBnXkFtZTgwMDY2NTYxMTE@._V1_SX300.jpg--;
Goldfinger--;,Guy Hamilton--;,1964--;,"Investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.--;,"Sean Connery, Honor Blackman, Gert Fröbe, Shirley Eaton--;,http://ia.media-imdb.com/images/M/MV5BMTQ2MzE0OTU3NV5BMl5BanBnXkFtZTcwNjQxNTgzNA@@._V1_SX300.jpg--;
Gone Girl--;,David Fincher--;,2014--;,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.--;,"Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry--;,http://ia.media-imdb.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_SX300.jpg--;
Gone with the Wind--;,"Victor Fleming, George Cukor, Sam Wood--;,1939--;,A manipulative Southern belle carries on a turbulent affair with a blockade runner during the American Civil War.--;,"Thomas Mitchell, Barbara O'Neil, Vivien Leigh, Evelyn Keyes--;,http://ia.media-imdb.com/images/M/MV5BNDUwMjAxNTU1MF5BMl5BanBnXkFtZTgwMzg4NzMxMDE@._V1_SX300.jpg--;
Good Will Hunting--;,Gus Van Sant--;,1997--;,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.--;,"Matt Damon, Robin Williams, Ben Affleck, Stellan Skarsgård--;,http://ia.media-imdb.com/images/M/MV5BMTk0NjY0Mzg5MF5BMl5BanBnXkFtZTcwNzM1OTM2MQ@@._V1_SX300.jpg--;
Goodfellas--;,Martin Scorsese--;,1990--;,Henry Hill and his friends work their way up through the mob hierarchy.--;,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco--;,http://ia.media-imdb.com/images/M/MV5BMTY2OTE5MzQ3MV5BMl5BanBnXkFtZTgwMTY2NTYxMTE@._V1_SX300.jpg--;
Gran Torino--;,Clint Eastwood--;,2008--;,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.--;,"Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her--;,http://ia.media-imdb.com/images/M/MV5BMTQyMTczMTAxMl5BMl5BanBnXkFtZTcwOTc1ODE0Mg@@._V1_SX300.jpg--;
Grave of the Fireflies--;,Isao Takahata--;,1988--;,A tragic film covering a young boy and his little sister's struggle to survive in Japan during World War II.--;,"Tsutomu Tatsumi, Ayano Shiraishi, Yoshiko Shinohara, Akemi Yamaguchi--;,http://ia.media-imdb.com/images/M/MV5BMTgyMzUwMTMxMl5BMl5BanBnXkFtZTgwODYyMDk2MjE@._V1_SX300.jpg--;
Groundhog Day--;,Harold Ramis--;,1993--;,A weatherman finds himself living the same day over and over again.--;,"Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky--;,http://ia.media-imdb.com/images/M/MV5BMTU0MzQyNTExMV5BMl5BanBnXkFtZTgwMjA0Njk1MDE@._V1_SX300.jpg--;
Guardians of the Galaxy--;,James Gunn--;,2014--;,A group of intergalactic criminals are forced to work together to stop a fanatical warrior from taking control of the universe.--;,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel--;,http://ia.media-imdb.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_SX300.jpg--;
Hachi: A Dog's Tale--;,Lasse Hallström--;,2009--;,A college professor's bond with the abandoned dog he takes into his home.--;,"Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer--;,http://ia.media-imdb.com/images/M/MV5BMTAxMDA2MjM4NDReQTJeQWpwZ15BbWU3MDE0NTgxMTM@._V1_SX300.jpg--;
Harry Potter and the Deathly Hallows: Part 2--;,David Yates--;,2011--;,"Harry, Ron and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.--;,"Ralph Fiennes, Michael Gambon, Alan Rickman, Daniel Radcliffe--;,http://ia.media-imdb.com/images/M/MV5BMTY2MTk3MDQ1N15BMl5BanBnXkFtZTcwMzI4NzA2NQ@@._V1_SX300.jpg--;
Heat--;,Michael Mann--;,1995--;,A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.--;,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight--;,http://ia.media-imdb.com/images/M/MV5BMTM1NDc4ODkxNV5BMl5BanBnXkFtZTcwNTI4ODE3MQ@@._V1_SX300.jpg--;
High Noon--;,Fred Zinnemann--;,1952--;,"A marshall, personally compelled to face a returning deadly enemy, finds that his own town refuses to help him.--;,"Gary Cooper, Thomas Mitchell, Lloyd Bridges, Katy Jurado--;,http://ia.media-imdb.com/images/M/MV5BMTUxMzg0MzIwM15BMl5BanBnXkFtZTgwOTU0MjkwMTE@._V1_SX300.jpg--;
Hotel Rwanda--;,Terry George--;,2004--;,"The true story of Paul Rusesabagina, a hotel manager who housed over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda.--;,"Xolani Mali, Don Cheadle, Desmond Dube, Hakeem Kae-Kazim--;,http://ia.media-imdb.com/images/M/MV5BMTI2MzQyNTc1M15BMl5BanBnXkFtZTYwMjExNjc3._V1_SX300.jpg--;
How to Train Your Dragon--;,"Dean DeBlois, Chris Sanders--;,2010--;,"A hapless young Viking who aspires to hunt dragons, becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.--;,"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera--;,http://ia.media-imdb.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX300.jpg--;
Howl's Moving Castle--;,Hayao Miyazaki--;,2004--;,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.--;,"Chieko Baishô, Takuya Kimura, Akihiro Miwa, Tatsuya Gashûin--;,http://ia.media-imdb.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_SX300.jpg--;
Ikiru--;,Akira Kurosawa--;,1952--;,A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.--;,"Takashi Shimura, Shin'ichi Himori, Haruo Tanaka, Minoru Chiaki--;,"http://ia.media-imdb.com/images/M/MV5BMTcyMDU0MTQzNV5BMl5BanBnXkFtZTcwOTk2NDQyMQ@@._V1._CR12,28,314,446_SY132_CR2,0,89,132_AL_.jpg_V1_SX300.jpg--;
In the Mood for Love--;,Kar-Wai Wong--;,2000--;,"Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.--;,"Maggie Cheung, Tony Chiu Wai Leung, Ping Lam Siu, Tung Cho 'Joe' Cheung--;,"http://ia.media-imdb.com/images/M/MV5BMTk0MjY3NjEzN15BMl5BanBnXkFtZTYwNTk2NDI5._V1._CR13,35,325,439_SY132_CR4,0,89,132_AL_.jpg_V1_SX300.jpg--;
In the Name of the Father--;,Jim Sheridan--;,1993--;,A man's coerced confession to an IRA bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.--;,"Alison Crosbie, Daniel Day-Lewis, Philip King, Emma Thompson--;,http://ia.media-imdb.com/images/M/MV5BMTcwNjMyMzI0OV5BMl5BanBnXkFtZTgwMDU4NjkzMTE@._V1_SX300.jpg--;
Incendies--;,Denis Villeneuve--;,2010--;,"Twins journey to the Middle East to discover their family history, and fulfill their mother's last wishes.--;,"Mustafa Kamel, Hussein Sami, Rémy Girard, Mélissa Désormeaux-Poulin--;,http://ia.media-imdb.com/images/M/MV5BMTg4MzA0NjI5OF5BMl5BanBnXkFtZTcwNTUwMzQzNg@@._V1_SX300.jpg--;
Inception--;,Christopher Nolan--;,2010--;,"A thief, who steals corporate secrets through use of dream-sharing technology, is given the inverse task of planting an idea into the mind of a CEO.--;,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy--;,http://ia.media-imdb.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SX300.jpg--;
Indiana Jones and the Last Crusade--;,Steven Spielberg--;,1989--;,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana Jones must follow in his father's footsteps and stop the Nazis.--;,"Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody--;,http://ia.media-imdb.com/images/M/MV5BMTQxMTUyODg2OF5BMl5BanBnXkFtZTcwNDM2MjAxNA@@._V1_SX300.jpg--;
Infernal Affairs--;,"Wai-Keung Lau, Alan Mak--;,2002--;,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.--;,"Andy Lau, Tony Chiu Wai Leung, Anthony Chau-Sang Wong, Eric Tsang--;,http://ia.media-imdb.com/images/M/MV5BMTc0Mjg2OTY3OV5BMl5BanBnXkFtZTcwNDA3Njk3OA@@._V1_SX300.jpg--;
Inglourious Basterds--;,"Quentin Tarantino, Eli Roth--;,2009--;,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.--;,"Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth--;,http://ia.media-imdb.com/images/M/MV5BMjIzMDI4MTUzOV5BMl5BanBnXkFtZTcwNDY3NjA3Mg@@._V1_SX300.jpg--;
Inside Out--;,"Pete Docter, Ronnie Del Carmen--;,2015--;,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.--;,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader--;,http://ia.media-imdb.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_SX300.jpg--;
Inside Out--;,"Pete Docter, Ronnie Del Carmen--;,2015--;,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.--;,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader--;,http://ia.media-imdb.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_SX300.jpg--;
Interstellar--;,Christopher Nolan--;,2014--;,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.--;,"Ellen Burstyn, Matthew McConaughey, Mackenzie Foy, John Lithgow--;,http://ia.media-imdb.com/images/M/MV5BMjIxNTU4MzY4MF5BMl5BanBnXkFtZTgwMzM4ODI3MjE@._V1_SX300.jpg--;
